name,busbari,busbarf,connected,report,start_time,end_time,voltage,max_flow,r,x,losses,lifetime,inv_cost,coma_cost
Nueva Valdivia 220->Nueva Valdivia 220 Aux,Nueva Valdivia 220,Nueva Valdivia 220 Aux,true,true,2018-09-01-00:00,3000-01-01-00:00,220,145.0,0.0,0.001,true,30,0,0
Nueva Valdivia 220 Aux->Valdivia 220 I,Nueva Valdivia 220 Aux,Valdivia 220,true,true,2018-09-01-00:00,3000-01-01-00:00,220,145.0,0.013,0.041,true,30,0,0
Nueva Valdivia 220 Aux->Valdivia 220 II,Nueva Valdivia 220 Aux,Valdivia 220,true,true,2018-09-01-00:00,3000-01-01-00:00,220,145.0,0.013,0.041,true,30,0,0
Puerto Montt 220->Melipulli 220,Puerto Montt 220,Melipulli 220,true,true,1970-01-01-00:00,3000-01-01-00:00,220,183.0,0.0,0.001,true,30,0,0
Melipulli 220->Pta Barranco 220,Melipulli 220,Pta Barranco 220,true,true,1970-01-01-00:00,3000-01-01-00:00,220,187.0,0.012,0.053,true,30,0,0
Pta Barranco 220->Pta Barranco 220 Aux,Pta Barranco 220,Pta Barranco 220 Aux,true,true,1970-01-01-00:00,3000-01-01-00:00,220,102.0,0.0,0.001,true,30,0,0
Pta Barranco 220 Aux->Pta San Gallan 220,Pta Barranco 220 Aux,Pta San Gallan 220,true,true,1970-01-01-00:00,3000-01-01-00:00,220,102.0,0.002,0.004,true,30,0,0
Pta San Gallan 220->Chiloe 220,Pta San Gallan 220,Chiloe 220,true,true,1970-01-01-00:00,2020-12-01-00:00,220,187.0,0.008,0.035,true,30,0,0
Pta San Gallan 220->Ancud 220,Pta San Gallan 220,Ancud 220,true,true,2020-12-01-00:00,3000-01-01-00:00,220,187.0,0.004,0.018,true,30,0,0
Ancud 220->Chiloe 220,Ancud 220,Chiloe 220,true,true,2020-12-01-00:00,3000-01-01-00:00,220,187.0,0.004,0.018,true,30,0,0
Puerto Montt 220->Pta Barranco I,Puerto Montt 220,Pta Barranco 220 II,true,true,2023-06-01-00:00,3000-01-01-00:00,220,660.0,0.003,0.013,true,30,0,0
Puerto Montt 220->Pta Barranco II,Puerto Montt 220,Pta Barranco 220 II,true,true,2023-06-01-00:00,3000-01-01-00:00,220,660.0,0.003,0.013,true,30,0,0
Pta Barranco 220 II->Pta Barranco 220 Aux II,Pta Barranco 220 II,Pta Barranco 220 Aux II,true,true,2023-06-01-00:00,3000-01-01-00:00,220,660.0,0.0,0.001,true,30,0,0
Pta Barranco 220 Aux->Pta San Gallan 220 III,Pta Barranco 220 Aux II,Pta San Gallan 220 II,true,true,2023-06-01-00:00,3000-01-01-00:00,220,660.0,0.0,0.002,true,30,0,0
Pta Barranco 220 Aux->Pta San Gallan 220 IV,Pta Barranco 220 Aux II,Pta San Gallan 220 II,true,true,2023-06-01-00:00,3000-01-01-00:00,220,660.0,0.0,0.002,true,30,0,0
Pta San Gallan->Ancud I,Pta San Gallan 220 II,Ancud 220,true,true,2023-06-01-00:00,3000-01-01-00:00,220,660.0,0.001,0.004,true,30,0,0
Pta San Gallan->Ancud II,Pta San Gallan 220 II,Ancud 220,true,true,2023-06-01-00:00,3000-01-01-00:00,220,660.0,0.001,0.004,true,30,0,0
Puerto Montt 220->Pichirrahue 220,Puerto Montt 220,Pichirrahue 220,true,true,1970-01-01-00:00,2016-12-01-00:00,220,145.0,0.032,0.085,true,30,23.359,0.541
Pichirrahue 220->Valdivia 220,Pichirrahue 220,Valdivia 220,true,true,1970-01-01-00:00,2018-05-01-00:00,220,145.0,0.032,0.085,true,30,23.359,0.541
Rahue 220->Pichirrahue 220,Rahue 220,Pichirrahue 220,true,true,2016-12-01-00:00,3000-01-01-00:00,220,145.0,0.001,0.002,true,30,11.315,0.253
Pichirrahue 220->Pichirropulli 220,Pichirrahue 220,Pichirropulli 220,true,true,2018-05-01-00:00,2028-01-01-00:00,220,145.0,0.015,0.039,true,30,23.359,0.541
Ciruelos 500->Charrua 500,Ciruelos 500,Charrua 500,true,true,2028-01-01-00:00,3000-01-01-00:00,500,750.0,0.003,0.019,true,30,229.513,1.52
Puerto Montt 500->Ciruelos 500,Puerto Montt 500,Ciruelos 500,true,true,2028-01-01-00:00,3000-01-01-00:00,500,750.0,0.002,0.015,true,30,229.513,1.52
Ciruelos 500->Ciruelos 220,Ciruelos 500,Ciruelos 220,true,true,2028-01-01-00:00,3000-01-01-00:00,500,771.0,0.0,0.019,true,30,16.0925,0.3475
SUEZ_Los Changos 220->Kapatur 220,Los Changos 220,Kapatur 220,true,true,2017-10-01-00:00,3000-01-01-00:00,220,1500.0,0.0,0.001,true,30,600,13
Los Changos 500->Nva Crucero Encuentro 500,Los Changos 500,Nueva Crucero Encuentro 500,true,true,2020-12-01-00:00,3000-01-01-00:00,500,1500.0,0.001,0.004,true,30,600,13
HVDC Maitencillo->Alto Jahuel,Maitencillo 220,Alto Jahuel 220,true,true,2028-01-01-00:00,3000-01-01-00:00,500,1500.0,0.002,0.001,true,30,600,13
HVDC Changos->Maitencillo,Los Changos 220,Maitencillo 220,true,true,2028-01-01-00:00,3000-01-01-00:00,500,1500.0,0.002,0.001,true,30,600,13
Alto Jahuel 220->AltoJahuel 500_Aux,Alto Jahuel 220,Alto Jahuel 500,true,true,2028-01-01-00:00,3000-01-01-00:00,500,1500.0,0.0,0.001,true,30,600,13
