DemVegINum,DemVegAñoFRlt,DemVegAñoIni,DemVegAñoFin,DemVegBar,DemVegSisGbl,DemVegSisPri,DemVegSisSec,DemVegSisCmr,DemVegIBlo,DemVegEtaTip,MesAbr,MesMay,MesJun,MesJul,MesAgo,MesSep,MesOct,MesNov,MesDic,MesEne,MesFeb,MesMar
6949,F,2031,2031,Agua Santa 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,5,EtaMes,0.750787159,0.719961345,0.713651405,0.712503115,0.718332861,0.774272485,0.692012627,0.666183706,0.755782075,0.693729434,0.706974648,0.726433848
6950,F,2031,2031,Agua Santa 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,6,EtaMes,0.905747748,0.959171957,0.98309346,0.941020805,0.977885717,0.903041364,0.911950353,0.830218719,0.76696292,0.777244702,0.776902054,0.940495685
6951,F,2031,2031,Agua Santa 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,7,EtaMes,0.861635782,0.901817305,0.894175787,0.899729519,0.91967191,0.970388587,0.888571891,0.828047064,0.913468014,0.762972426,0.780535769,0.781843666
6952,F,2031,2031,Agua Santa 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,8,EtaMes,1.116527019,1.137998703,1.148248653,1.133009418,1.148807942,1.129084626,1.151430291,1.085975634,1.025045747,0.982869822,0.948454057,1.028674836
6953,F,2031,2031,Agua Santa 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,9,EtaMes,0.963336099,0.968815227,0.940670018,0.94965972,0.955107973,1.033374193,0.950233685,0.95961133,1.056410537,0.953616781,0.973745042,0.966387116
6954,F,2031,2031,Agua Santa 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,10,EtaMes,1.181374167,1.173203762,1.168449327,1.153854568,1.157663657,1.149751818,1.181350553,1.201406005,1.13871359,1.180046718,1.154838237,1.16318827
6955,F,2031,2031,Agua Santa 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,11,EtaMes,0.897292695,0.932270132,0.898344987,0.920950092,0.908390319,0.949614599,0.897613315,0.90052897,0.994647785,0.913243158,0.91950733,0.924867865
6956,F,2031,2031,Agua Santa 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,12,EtaMes,1.115162212,1.152250131,1.170922919,1.132620637,1.106803993,1.091774005,1.13769888,1.146449722,1.081442609,1.100209245,1.09051031,1.12994459
6957,F,2031,2031,Agua Santa 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,13,EtaMes,0.932899211,1.157625876,0.929328729,1.126884917,1.052159858,1.008763151,0.931410627,1.000970851,1.039344616,0.959985415,0.981423985,0.979438617
6958,F,2031,2031,Agua Santa 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,14,EtaMes,1.065043407,1.271870533,1.184794986,1.23924532,1.172763453,1.050372093,1.09845274,1.14962214,1.062267577,1.094093107,1.099938184,1.111527369
6959,F,2031,2031,Agua Santa 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,15,EtaMes,1.145652389,1.174779261,1.17372167,1.181147394,1.200096259,1.320919976,1.179008124,1.182076874,1.313826387,1.158055025,1.176113405,1.183076941
6960,F,2031,2031,Agua Santa 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,16,EtaMes,1.228309064,1.239227813,1.2564793,1.236083693,1.2705346,1.21835255,1.306495917,1.293103489,1.24469434,1.243188529,1.249718793,1.273141141
6961,F,2032,2032,Agua Santa 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,1,EtaMes,0.984794436,1.002612773,1.020327678,1.005235153,1.030729871,1.141243412,1.046289712,1.024520799,1.125048525,1.009371246,1.012573936,0.984763955
6962,F,2032,2032,Agua Santa 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,2,EtaMes,0.991890709,1.024346622,1.03664275,0.991699912,1.039742338,1.030496226,1.083552595,1.048907384,0.971052648,0.952862158,0.973923041,0.960748611
6963,F,2032,2032,Agua Santa 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,3,EtaMes,0.769797283,0.755916362,0.748455916,0.754800483,0.759350508,0.852549999,0.758374803,0.766978123,0.848535375,0.787527697,0.783817878,0.759818691
6964,F,2032,2032,Agua Santa 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,4,EtaMes,0.755666224,0.747174959,0.748959944,0.744522924,0.760737166,0.743287732,0.755105506,0.773780106,0.732252541,0.755662668,0.768694331,0.76803768
6965,F,2032,2032,Agua Santa 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,5,EtaMes,0.750787159,0.719961345,0.713651405,0.712503115,0.718332861,0.774272485,0.692012627,0.666183706,0.755782075,0.693729434,0.706974648,0.726433848
6966,F,2032,2032,Agua Santa 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,6,EtaMes,0.905747748,0.959171957,0.98309346,0.941020805,0.977885717,0.903041364,0.911950353,0.830218719,0.76696292,0.777244702,0.776902054,0.940495685
6967,F,2032,2032,Agua Santa 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,7,EtaMes,0.861635782,0.901817305,0.894175787,0.899729519,0.91967191,0.970388587,0.888571891,0.828047064,0.913468014,0.762972426,0.780535769,0.781843666
6968,F,2032,2032,Agua Santa 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,8,EtaMes,1.116527019,1.137998703,1.148248653,1.133009418,1.148807942,1.129084626,1.151430291,1.085975634,1.025045747,0.982869822,0.948454057,1.028674836
6969,F,2032,2032,Agua Santa 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,9,EtaMes,0.963336099,0.968815227,0.940670018,0.94965972,0.955107973,1.033374193,0.950233685,0.95961133,1.056410537,0.953616781,0.973745042,0.966387116
6970,F,2032,2032,Agua Santa 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,10,EtaMes,1.181374167,1.173203762,1.168449327,1.153854568,1.157663657,1.149751818,1.181350553,1.201406005,1.13871359,1.180046718,1.154838237,1.16318827
6971,F,2032,2032,Agua Santa 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,11,EtaMes,0.897292695,0.932270132,0.898344987,0.920950092,0.908390319,0.949614599,0.897613315,0.90052897,0.994647785,0.913243158,0.91950733,0.924867865
6972,F,2032,2032,Agua Santa 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,12,EtaMes,1.115162212,1.152250131,1.170922919,1.132620637,1.106803993,1.091774005,1.13769888,1.146449722,1.081442609,1.100209245,1.09051031,1.12994459
6973,F,2032,2032,Agua Santa 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,13,EtaMes,0.932899211,1.157625876,0.929328729,1.126884917,1.052159858,1.008763151,0.931410627,1.000970851,1.039344616,0.959985415,0.981423985,0.979438617
6974,F,2032,2032,Agua Santa 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,14,EtaMes,1.065043407,1.271870533,1.184794986,1.23924532,1.172763453,1.050372093,1.09845274,1.14962214,1.062267577,1.094093107,1.099938184,1.111527369
6975,F,2032,2032,Agua Santa 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,15,EtaMes,1.145652389,1.174779261,1.17372167,1.181147394,1.200096259,1.320919976,1.179008124,1.182076874,1.313826387,1.158055025,1.176113405,1.183076941
6976,F,2032,2032,Agua Santa 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,16,EtaMes,1.228309064,1.239227813,1.2564793,1.236083693,1.2705346,1.21835255,1.306495917,1.293103489,1.24469434,1.243188529,1.249718793,1.273141141
6977,F,2033,2033,Agua Santa 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,1,EtaMes,0.984794436,1.002612773,1.020327678,1.005235153,1.030729871,1.141243412,1.046289712,1.024520799,1.125048525,1.009371246,1.012573936,0.984763955
6978,F,2033,2033,Agua Santa 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,2,EtaMes,0.991890709,1.024346622,1.03664275,0.991699912,1.039742338,1.030496226,1.083552595,1.048907384,0.971052648,0.952862158,0.973923041,0.960748611
6979,F,2033,2033,Agua Santa 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,3,EtaMes,0.769797283,0.755916362,0.748455916,0.754800483,0.759350508,0.852549999,0.758374803,0.766978123,0.848535375,0.787527697,0.783817878,0.759818691
6980,F,2033,2033,Agua Santa 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,4,EtaMes,0.755666224,0.747174959,0.748959944,0.744522924,0.760737166,0.743287732,0.755105506,0.773780106,0.732252541,0.755662668,0.768694331,0.76803768
6981,F,2033,2033,Agua Santa 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,5,EtaMes,0.750787159,0.719961345,0.713651405,0.712503115,0.718332861,0.774272485,0.692012627,0.666183706,0.755782075,0.693729434,0.706974648,0.726433848
6982,F,2033,2033,Agua Santa 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,6,EtaMes,0.905747748,0.959171957,0.98309346,0.941020805,0.977885717,0.903041364,0.911950353,0.830218719,0.76696292,0.777244702,0.776902054,0.940495685
6983,F,2033,2033,Agua Santa 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,7,EtaMes,0.861635782,0.901817305,0.894175787,0.899729519,0.91967191,0.970388587,0.888571891,0.828047064,0.913468014,0.762972426,0.780535769,0.781843666
6984,F,2033,2033,Agua Santa 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,8,EtaMes,1.116527019,1.137998703,1.148248653,1.133009418,1.148807942,1.129084626,1.151430291,1.085975634,1.025045747,0.982869822,0.948454057,1.028674836
6985,F,2033,2033,Agua Santa 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,9,EtaMes,0.963336099,0.968815227,0.940670018,0.94965972,0.955107973,1.033374193,0.950233685,0.95961133,1.056410537,0.953616781,0.973745042,0.966387116
6986,F,2033,2033,Agua Santa 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,10,EtaMes,1.181374167,1.173203762,1.168449327,1.153854568,1.157663657,1.149751818,1.181350553,1.201406005,1.13871359,1.180046718,1.154838237,1.16318827
6987,F,2033,2033,Agua Santa 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,11,EtaMes,0.897292695,0.932270132,0.898344987,0.920950092,0.908390319,0.949614599,0.897613315,0.90052897,0.994647785,0.913243158,0.91950733,0.924867865
6988,F,2033,2033,Agua Santa 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,12,EtaMes,1.115162212,1.152250131,1.170922919,1.132620637,1.106803993,1.091774005,1.13769888,1.146449722,1.081442609,1.100209245,1.09051031,1.12994459
6989,F,2033,2033,Agua Santa 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,13,EtaMes,0.932899211,1.157625876,0.929328729,1.126884917,1.052159858,1.008763151,0.931410627,1.000970851,1.039344616,0.959985415,0.981423985,0.979438617
6990,F,2033,2033,Agua Santa 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,14,EtaMes,1.065043407,1.271870533,1.184794986,1.23924532,1.172763453,1.050372093,1.09845274,1.14962214,1.062267577,1.094093107,1.099938184,1.111527369
6991,F,2033,2033,Agua Santa 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,15,EtaMes,1.145652389,1.174779261,1.17372167,1.181147394,1.200096259,1.320919976,1.179008124,1.182076874,1.313826387,1.158055025,1.176113405,1.183076941
6992,F,2033,2033,Agua Santa 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,16,EtaMes,1.228309064,1.239227813,1.2564793,1.236083693,1.2705346,1.21835255,1.306495917,1.293103489,1.24469434,1.243188529,1.249718793,1.273141141
6993,F,2034,2034,Agua Santa 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,1,EtaMes,0.984794436,1.002612773,1.020327678,1.005235153,1.030729871,1.141243412,1.046289712,1.024520799,1.125048525,1.009371246,1.012573936,0.984763955
6994,F,2034,2034,Agua Santa 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,2,EtaMes,0.991890709,1.024346622,1.03664275,0.991699912,1.039742338,1.030496226,1.083552595,1.048907384,0.971052648,0.952862158,0.973923041,0.960748611
6995,F,2034,2034,Agua Santa 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,3,EtaMes,0.769797283,0.755916362,0.748455916,0.754800483,0.759350508,0.852549999,0.758374803,0.766978123,0.848535375,0.787527697,0.783817878,0.759818691
6996,F,2034,2034,Agua Santa 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,4,EtaMes,0.755666224,0.747174959,0.748959944,0.744522924,0.760737166,0.743287732,0.755105506,0.773780106,0.732252541,0.755662668,0.768694331,0.76803768
6997,F,2034,2034,Agua Santa 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,5,EtaMes,0.750787159,0.719961345,0.713651405,0.712503115,0.718332861,0.774272485,0.692012627,0.666183706,0.755782075,0.693729434,0.706974648,0.726433848
6998,F,2034,2034,Agua Santa 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,6,EtaMes,0.905747748,0.959171957,0.98309346,0.941020805,0.977885717,0.903041364,0.911950353,0.830218719,0.76696292,0.777244702,0.776902054,0.940495685
6999,F,2034,2034,Agua Santa 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,7,EtaMes,0.861635782,0.901817305,0.894175787,0.899729519,0.91967191,0.970388587,0.888571891,0.828047064,0.913468014,0.762972426,0.780535769,0.781843666
7000,F,2034,2034,Agua Santa 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,8,EtaMes,1.116527019,1.137998703,1.148248653,1.133009418,1.148807942,1.129084626,1.151430291,1.085975634,1.025045747,0.982869822,0.948454057,1.028674836
7001,F,2034,2034,Agua Santa 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,9,EtaMes,0.963336099,0.968815227,0.940670018,0.94965972,0.955107973,1.033374193,0.950233685,0.95961133,1.056410537,0.953616781,0.973745042,0.966387116
7002,F,2034,2034,Agua Santa 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,10,EtaMes,1.181374167,1.173203762,1.168449327,1.153854568,1.157663657,1.149751818,1.181350553,1.201406005,1.13871359,1.180046718,1.154838237,1.16318827
7003,F,2034,2034,Agua Santa 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,11,EtaMes,0.897292695,0.932270132,0.898344987,0.920950092,0.908390319,0.949614599,0.897613315,0.90052897,0.994647785,0.913243158,0.91950733,0.924867865
7004,F,2034,2034,Agua Santa 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,12,EtaMes,1.115162212,1.152250131,1.170922919,1.132620637,1.106803993,1.091774005,1.13769888,1.146449722,1.081442609,1.100209245,1.09051031,1.12994459
7005,F,2034,2034,Agua Santa 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,13,EtaMes,0.932899211,1.157625876,0.929328729,1.126884917,1.052159858,1.008763151,0.931410627,1.000970851,1.039344616,0.959985415,0.981423985,0.979438617
7006,F,2034,2034,Agua Santa 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,14,EtaMes,1.065043407,1.271870533,1.184794986,1.23924532,1.172763453,1.050372093,1.09845274,1.14962214,1.062267577,1.094093107,1.099938184,1.111527369
7007,F,2034,2034,Agua Santa 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,15,EtaMes,1.145652389,1.174779261,1.17372167,1.181147394,1.200096259,1.320919976,1.179008124,1.182076874,1.313826387,1.158055025,1.176113405,1.183076941
7008,F,2034,2034,Agua Santa 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,16,EtaMes,1.228309064,1.239227813,1.2564793,1.236083693,1.2705346,1.21835255,1.306495917,1.293103489,1.24469434,1.243188529,1.249718793,1.273141141
7009,F,2035,2035,Agua Santa 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,1,EtaMes,0.984794436,1.002612773,1.020327678,1.005235153,1.030729871,1.141243412,1.046289712,1.024520799,1.125048525,1.009371246,1.012573936,0.984763955
7010,F,2035,2035,Agua Santa 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,2,EtaMes,0.991890709,1.024346622,1.03664275,0.991699912,1.039742338,1.030496226,1.083552595,1.048907384,0.971052648,0.952862158,0.973923041,0.960748611
7011,F,2035,2035,Agua Santa 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,3,EtaMes,0.769797283,0.755916362,0.748455916,0.754800483,0.759350508,0.852549999,0.758374803,0.766978123,0.848535375,0.787527697,0.783817878,0.759818691
7012,F,2035,2035,Agua Santa 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,4,EtaMes,0.755666224,0.747174959,0.748959944,0.744522924,0.760737166,0.743287732,0.755105506,0.773780106,0.732252541,0.755662668,0.768694331,0.76803768
7013,F,2035,2035,Agua Santa 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,5,EtaMes,0.750787159,0.719961345,0.713651405,0.712503115,0.718332861,0.774272485,0.692012627,0.666183706,0.755782075,0.693729434,0.706974648,0.726433848
7014,F,2035,2035,Agua Santa 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,6,EtaMes,0.905747748,0.959171957,0.98309346,0.941020805,0.977885717,0.903041364,0.911950353,0.830218719,0.76696292,0.777244702,0.776902054,0.940495685
7015,F,2035,2035,Agua Santa 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,7,EtaMes,0.861635782,0.901817305,0.894175787,0.899729519,0.91967191,0.970388587,0.888571891,0.828047064,0.913468014,0.762972426,0.780535769,0.781843666
7016,F,2035,2035,Agua Santa 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,8,EtaMes,1.116527019,1.137998703,1.148248653,1.133009418,1.148807942,1.129084626,1.151430291,1.085975634,1.025045747,0.982869822,0.948454057,1.028674836
7017,F,2035,2035,Agua Santa 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,9,EtaMes,0.963336099,0.968815227,0.940670018,0.94965972,0.955107973,1.033374193,0.950233685,0.95961133,1.056410537,0.953616781,0.973745042,0.966387116
7018,F,2035,2035,Agua Santa 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,10,EtaMes,1.181374167,1.173203762,1.168449327,1.153854568,1.157663657,1.149751818,1.181350553,1.201406005,1.13871359,1.180046718,1.154838237,1.16318827
7019,F,2035,2035,Agua Santa 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,11,EtaMes,0.897292695,0.932270132,0.898344987,0.920950092,0.908390319,0.949614599,0.897613315,0.90052897,0.994647785,0.913243158,0.91950733,0.924867865
7020,F,2035,2035,Agua Santa 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,12,EtaMes,1.115162212,1.152250131,1.170922919,1.132620637,1.106803993,1.091774005,1.13769888,1.146449722,1.081442609,1.100209245,1.09051031,1.12994459
7021,F,2035,2035,Agua Santa 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,13,EtaMes,0.932899211,1.157625876,0.929328729,1.126884917,1.052159858,1.008763151,0.931410627,1.000970851,1.039344616,0.959985415,0.981423985,0.979438617
7022,F,2035,2035,Agua Santa 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,14,EtaMes,1.065043407,1.271870533,1.184794986,1.23924532,1.172763453,1.050372093,1.09845274,1.14962214,1.062267577,1.094093107,1.099938184,1.111527369
7023,F,2035,2035,Agua Santa 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,15,EtaMes,1.145652389,1.174779261,1.17372167,1.181147394,1.200096259,1.320919976,1.179008124,1.182076874,1.313826387,1.158055025,1.176113405,1.183076941
7024,F,2035,2035,Agua Santa 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,16,EtaMes,1.228309064,1.239227813,1.2564793,1.236083693,1.2705346,1.21835255,1.306495917,1.293103489,1.24469434,1.243188529,1.249718793,1.273141141
7025,F,2036,*,Agua Santa 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,1,EtaMes,0.984794436,1.002612773,1.020327678,1.005235153,1.030729871,1.141243412,1.046289712,1.024520799,1.125048525,1.009371246,1.012573936,0.984763955
7026,F,2036,*,Agua Santa 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,2,EtaMes,0.991890709,1.024346622,1.03664275,0.991699912,1.039742338,1.030496226,1.083552595,1.048907384,0.971052648,0.952862158,0.973923041,0.960748611
7027,F,2036,*,Agua Santa 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,3,EtaMes,0.769797283,0.755916362,0.748455916,0.754800483,0.759350508,0.852549999,0.758374803,0.766978123,0.848535375,0.787527697,0.783817878,0.759818691
7028,F,2036,*,Agua Santa 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,4,EtaMes,0.755666224,0.747174959,0.748959944,0.744522924,0.760737166,0.743287732,0.755105506,0.773780106,0.732252541,0.755662668,0.768694331,0.76803768
7029,F,2036,*,Agua Santa 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,5,EtaMes,0.750787159,0.719961345,0.713651405,0.712503115,0.718332861,0.774272485,0.692012627,0.666183706,0.755782075,0.693729434,0.706974648,0.726433848
7030,F,2036,*,Agua Santa 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,6,EtaMes,0.905747748,0.959171957,0.98309346,0.941020805,0.977885717,0.903041364,0.911950353,0.830218719,0.76696292,0.777244702,0.776902054,0.940495685
7031,F,2036,*,Agua Santa 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,7,EtaMes,0.861635782,0.901817305,0.894175787,0.899729519,0.91967191,0.970388587,0.888571891,0.828047064,0.913468014,0.762972426,0.780535769,0.781843666
7032,F,2036,*,Agua Santa 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,8,EtaMes,1.116527019,1.137998703,1.148248653,1.133009418,1.148807942,1.129084626,1.151430291,1.085975634,1.025045747,0.982869822,0.948454057,1.028674836
7033,F,2036,*,Agua Santa 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,9,EtaMes,0.963336099,0.968815227,0.940670018,0.94965972,0.955107973,1.033374193,0.950233685,0.95961133,1.056410537,0.953616781,0.973745042,0.966387116
7034,F,2036,*,Agua Santa 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,10,EtaMes,1.181374167,1.173203762,1.168449327,1.153854568,1.157663657,1.149751818,1.181350553,1.201406005,1.13871359,1.180046718,1.154838237,1.16318827
7035,F,2036,*,Agua Santa 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,11,EtaMes,0.897292695,0.932270132,0.898344987,0.920950092,0.908390319,0.949614599,0.897613315,0.90052897,0.994647785,0.913243158,0.91950733,0.924867865
7036,F,2036,*,Agua Santa 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,12,EtaMes,1.115162212,1.152250131,1.170922919,1.132620637,1.106803993,1.091774005,1.13769888,1.146449722,1.081442609,1.100209245,1.09051031,1.12994459
7037,F,2036,*,Agua Santa 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,13,EtaMes,0.932899211,1.157625876,0.929328729,1.126884917,1.052159858,1.008763151,0.931410627,1.000970851,1.039344616,0.959985415,0.981423985,0.979438617
7038,F,2036,*,Agua Santa 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,14,EtaMes,1.065043407,1.271870533,1.184794986,1.23924532,1.172763453,1.050372093,1.09845274,1.14962214,1.062267577,1.094093107,1.099938184,1.111527369
7039,F,2036,*,Agua Santa 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,15,EtaMes,1.145652389,1.174779261,1.17372167,1.181147394,1.200096259,1.320919976,1.179008124,1.182076874,1.313826387,1.158055025,1.176113405,1.183076941
7040,F,2036,*,Agua Santa 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,16,EtaMes,1.228309064,1.239227813,1.2564793,1.236083693,1.2705346,1.21835255,1.306495917,1.293103489,1.24469434,1.243188529,1.249718793,1.273141141
7041,F,2015,2015,Quillota 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,1,EtaMes,0,0,0,0,0,0,0,0,0,0.957212993,0.950323225,0.966519335
7042,F,2015,2015,Quillota 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,2,EtaMes,0,0,0,0,0,0,0,0,0,0.911770494,0.91723518,0.929593099
7043,F,2015,2015,Quillota 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,3,EtaMes,0,0,0,0,0,0,0,0,0,0.728337875,0.721577737,0.690740098
7044,F,2015,2015,Quillota 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,4,EtaMes,0,0,0,0,0,0,0,0,0,0.703110615,0.70336687,0.701422691
7045,F,2015,2015,Quillota 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,5,EtaMes,0,0,0,0,0,0,0,0,0,0.641832332,0.659566496,0.673735413
7046,F,2015,2015,Quillota 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,6,EtaMes,0,0,0,0,0,0,0,0,0,0.737674718,0.737510945,0.926684761
7047,F,2015,2015,Quillota 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,7,EtaMes,0,0,0,0,0,0,0,0,0,0.763462163,0.784435069,0.77815275
7048,F,2015,2015,Quillota 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,8,EtaMes,0,0,0,0,0,0,0,0,0,0.959564672,0.932553502,0.997488975
7049,F,2015,2015,Quillota 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,9,EtaMes,0,0,0,0,0,0,0,0,0,1.009136819,1.038953372,1.029742322
7050,F,2015,2015,Quillota 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,10,EtaMes,0,0,0,0,0,0,0,0,0,1.184281818,1.168396913,1.148555207
7051,F,2015,2015,Quillota 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,11,EtaMes,0,0,0,0,0,0,0,0,0,0.980552871,1.003477656,1.003550683
7052,F,2015,2015,Quillota 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,12,EtaMes,0,0,0,0,0,0,0,0,0,1.137630892,1.139059462,1.144337229
7053,F,2015,2015,Quillota 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,13,EtaMes,0,0,0,0,0,0,0,0,0,1.019121519,1.055976028,1.058432685
7054,F,2015,2015,Quillota 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,14,EtaMes,0,0,0,0,0,0,0,0,0,1.142455968,1.149940104,1.155995937
7055,F,2015,2015,Quillota 110,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,15,EtaMes,0,0,0,0,0,0,0,0,0,1.202572659,1.209690124,1.280461721
